first_name,last_name,gender,past_3_years_bike_related_purchases,DOB,job_title,job_industry_category,wealth_segment,deceased_indicator,owns_car,tenure,address,postcode,state,country,property_valuation,Important_Customer,Age_Category,Tenure_Category,past_3_years_purchase_cat
Laurie,,Male,31,1979-07-28,Assistant Media Planner,Entertainment,Mass Customer,N,Yes,15,94 Barby Lane,2210,New South Wales,Australia,10,YES,Middle_Aged,3,3
Tomkin,Bernlin,Male,7,2001-12-29,Food Chemist,Health,Affluent Customer,N,Yes,9,0492 Kings Street,2480,New South Wales,Australia,3,NO,Young,1,0
Genni,Fanstone,Female,25,1972-07-29,Administrative Assistant II,Entertainment,Mass Customer,N,No,16,1 Fair Oaks Alley,3149,Victoria,Australia,10,YES,Middle_Aged,3,2
Blondie,,Female,43,1995-10-03,Actuary,Financial Services,High Net Worth,N,No,11,780 Norway Maple Hill,2565,New South Wales,Australia,8,NO,Young,2,4
Aloysius,Killingsworth,Male,89,1957-02-14,VP Quality Control,,Mass Customer,N,No,12,625 Mandrake Junction,2145,New South Wales,Australia,9,NO,Senior_Citizen,2,8
Carola,Philler,Female,73,1951-04-30,Dental Hygienist,Health,High Net Worth,N,No,15,1037 Roth Park,2145,New South Wales,Australia,7,NO,Senior_Citizen,3,7
Fitzgerald,Hellikes,Male,25,1979-07-28,Media Manager IV,Health,Mass Customer,N,Yes,10,315 Center Park,3040,Victoria,Australia,7,NO,Middle_Aged,2,2
Ingmar,Okenden,Male,97,1959-03-01,Compensation Analyst,Financial Services,Mass Customer,N,Yes,8,1 Graceland Plaza,3216,Victoria,Australia,2,YES,Senior_Citizen,1,9
Tina,Dunstan,Female,13,1939-03-06,Account Representative IV,Retail,Affluent Customer,N,No,13,98555 Victoria Hill,2171,New South Wales,Australia,7,NO,Senior_Citizen,2,1
Huberto,Mollatt,Male,82,1961-08-27,Programmer IV,,Mass Customer,N,Yes,14,31121 Pierstorff Center,2770,New South Wales,Australia,7,NO,Senior_Citizen,2,8
Georgi,,Male,29,1970-01-14,Assistant Manager,Manufacturing,High Net Worth,N,No,11,59 Garrison Terrace,3215,Victoria,Australia,4,YES,Middle_Aged,2,2
Adolpho,Bellerby,Male,46,1944-10-25,VP Sales,Financial Services,High Net Worth,N,Yes,13,2763 Buhler Circle,4305,Queensland,Australia,4,YES,Senior_Citizen,2,4
Kelsey,Hatt,Female,69,1966-06-27,Senior Sales Associate,Financial Services,High Net Worth,N,No,8,309 Maple Wood Pass,3930,Victoria,Australia,6,YES,Middle_Aged,1,6
Lucien,,Male,83,1966-09-14,,Financial Services,High Net Worth,N,Yes,19,777 Fairfield Court,4305,Queensland,Australia,3,NO,Middle_Aged,3,8
Ariel,McCloid,Male,4,1994-03-13,Human Resources Manager,,High Net Worth,N,Yes,6,99 Quincy Parkway,3630,Victoria,Australia,1,YES,Young,1,0
Bevvy,Openshaw,Female,68,1975-06-15,Staff Scientist,,Affluent Customer,N,Yes,10,902 Westend Lane,2318,New South Wales,Australia,3,YES,Middle_Aged,2,6
Alexina,Mabley,Female,72,1975-10-12,Web Designer IV,Manufacturing,Mass Customer,N,Yes,10,9 Rieder Junction,2573,New South Wales,Australia,9,YES,Middle_Aged,2,7
Dawn,Pyffe,Female,56,1965-05-28,Media Manager III,Retail,Mass Customer,N,No,11,734 Veith Way,3155,Victoria,Australia,8,NO,Middle_Aged,2,5
Claudette,Renackowna,Female,55,1996-02-11,Administrative Officer,Manufacturing,Mass Customer,N,No,2,0800 Dahle Alley,2148,New South Wales,Australia,8,YES,Young,0,5
Elianora,Poolton,Female,15,1944-06-14,Programmer II,,Mass Customer,N,Yes,21,5 Macpherson Drive,3134,Victoria,Australia,9,YES,Senior_Citizen,3,1
Park,,Male,39,1977-11-08,Nurse Practicioner,IT,Affluent Customer,N,No,14,07 Boyd Drive,4350,Queensland,Australia,7,NO,Middle_Aged,2,3
Anthony,Lindstrom,Male,86,1997-11-01,Geologist IV,Financial Services,Affluent Customer,N,Yes,10,427 Oak Avenue,2205,New South Wales,Australia,10,NO,Young,2,8
Liane,Poizer,Female,59,1952-05-05,Analyst Programmer,Property,High Net Worth,N,No,13,390 Express Plaza,2076,New South Wales,Australia,11,NO,Senior_Citizen,2,5
Romonda,Hallt,Female,69,1960-05-09,Operator,,Affluent Customer,N,No,15,703 Ludington Plaza,2480,New South Wales,Australia,4,YES,Senior_Citizen,3,6
Sula,Thomann,Female,56,1989-03-17,Assistant Manager,,Mass Customer,N,No,6,7 Dayton Circle,2160,New South Wales,Australia,9,NO,Young,1,5
Renell,Earley,Female,5,1954-10-21,Compensation Analyst,Financial Services,Mass Customer,N,Yes,11,79 Manufacturers Plaza,4171,Queensland,Australia,5,NO,Senior_Citizen,2,0
Cliff,Philipsson,Male,82,1967-02-02,Structural Analysis Engineer,Argiculture,Mass Customer,N,No,16,600 Artisan Drive,3149,Victoria,Australia,10,NO,Middle_Aged,3,8
Clevey,Aisthorpe,Male,27,1976-09-20,Software Consultant,,Mass Customer,N,Yes,8,0 Veith Way,2009,New South Wales,Australia,9,YES,Middle_Aged,1,2
Cariotta,,Female,10,1974-08-19,Assistant Media Planner,Entertainment,Affluent Customer,N,Yes,17,2336 Continental Point,2527,New South Wales,Australia,7,NO,Middle_Aged,3,1
George,Jose,Male,68,1960-12-19,Payment Adjustment Coordinator,Retail,High Net Worth,N,Yes,20,535 Corben Point,4680,Queensland,Australia,4,YES,Senior_Citizen,3,6
Kissiah,Foat,Female,30,1975-09-11,Graphic Designer,,Mass Customer,N,Yes,19,1690 Forster Place,2281,New South Wales,Australia,9,NO,Middle_Aged,3,3
Milty,Brauninger,Male,13,1945-07-10,Payment Adjustment Coordinator,,High Net Worth,N,No,11,54 6th Trail,2640,New South Wales,Australia,7,NO,Senior_Citizen,2,1
Killian,Nettles,Male,44,1980-09-01,Marketing Assistant,,Affluent Customer,N,No,4,16 Pepper Wood Junction,3803,Victoria,Australia,7,NO,Middle_Aged,0,4
Fredia,Favelle,Female,94,1974-08-29,Teacher,,Mass Customer,N,Yes,19,4 Arapahoe Terrace,4014,Queensland,Australia,8,NO,Middle_Aged,3,9
Katleen,Arnoult,Female,6,1976-11-24,VP Product Management,Manufacturing,Mass Customer,N,Yes,13,540 Farragut Avenue,2066,New South Wales,Australia,9,YES,Middle_Aged,2,0
Gaultiero,Fibbens,Male,41,1980-03-14,Help Desk Technician,,Affluent Customer,N,No,9,938 Bartillon Hill,2035,New South Wales,Australia,11,YES,Middle_Aged,1,4
Inglebert,Aspinal,Male,4,1973-10-13,Financial Analyst,Financial Services,Mass Customer,N,No,11,612 Annamark Center,2176,New South Wales,Australia,8,YES,Middle_Aged,2,0
Jammal,Devenny,Male,57,1999-05-14,Marketing Manager,Retail,High Net Worth,N,No,12,18 Sage Plaza,3152,Victoria,Australia,9,NO,Young,2,5
Adriane,Richardson,Female,81,1976-03-10,Data Coordiator,Manufacturing,High Net Worth,N,No,9,4 Randy Street,3070,Victoria,Australia,8,YES,Middle_Aged,1,8
Jodi,Lermit,Female,94,1954-01-30,,Health,Mass Customer,N,Yes,10,05 Corry Center,4021,Queensland,Australia,2,NO,Senior_Citizen,2,9
Emelia,Ackwood,Female,72,1988-09-30,Senior Cost Accountant,Financial Services,Mass Customer,N,Yes,10,1 South Street,4183,Queensland,Australia,9,YES,Young,2,7
Andee,Huke,Female,91,1971-06-28,,Manufacturing,Mass Customer,N,No,9,4810 Kim Park,3858,Victoria,Australia,2,NO,Middle_Aged,1,9
Isa,Fominov,Male,75,2001-06-21,Physical Therapy Assistant,,Mass Customer,N,Yes,5,80388 Ryan Place,2010,New South Wales,Australia,9,YES,Young,1,7
Zabrina,Margram,Female,87,1964-05-15,,Manufacturing,High Net Worth,N,Yes,11,1092 Kinsman Parkway,4053,Queensland,Australia,8,NO,Middle_Aged,2,8
Maddalena,Angood,Female,79,1999-07-28,,Manufacturing,Affluent Customer,N,No,12,1 Bluejay Court,2320,New South Wales,Australia,4,NO,Young,2,7
Sofie,Worsfold,Female,87,1954-10-06,Environmental Tech,Retail,Mass Customer,N,Yes,9,7 Maple Wood Plaza,4125,Queensland,Australia,6,NO,Senior_Citizen,1,8
Elmira,Vasilyev,Female,33,1951-10-14,Senior Quality Engineer,Manufacturing,High Net Worth,N,No,12,12 Eastlawn Terrace,2007,New South Wales,Australia,9,YES,Senior_Citizen,2,3
Free,Rowland,Male,42,1956-05-17,,,Mass Customer,N,Yes,12,24929 Spaight Junction,3796,Victoria,Australia,8,NO,Senior_Citizen,2,4
Worthington,Cohane,Male,60,1991-01-23,Chief Design Engineer,Entertainment,High Net Worth,N,No,2,846 Daystar Lane,2000,New South Wales,Australia,12,NO,Young,0,6
Bailey,Bereford,Male,44,1950-09-30,Senior Sales Associate,Argiculture,Affluent Customer,N,Yes,11,36 Golf Course Circle,2444,New South Wales,Australia,6,NO,Senior_Citizen,2,4
Perry,Whitehurst,Male,79,1980-05-29,Structural Engineer,Manufacturing,High Net Worth,N,Yes,8,0 Nelson Crossing,3155,Victoria,Australia,7,NO,Middle_Aged,1,7
Antony,Tuma,Male,11,1954-03-10,Environmental Tech,Telecommunications,High Net Worth,N,Yes,13,93264 Almo Plaza,3078,Victoria,Australia,10,NO,Senior_Citizen,2,1
Corene,Hallgate,Female,26,1964-11-06,,Financial Services,Mass Customer,N,Yes,14,2109 Shoshone Court,3103,Victoria,Australia,12,NO,Middle_Aged,2,2
Nico,Chadwick,Male,97,1953-05-24,Research Assistant IV,Financial Services,Affluent Customer,N,No,13,355 Roxbury Lane,3190,Victoria,Australia,8,YES,Senior_Citizen,2,9
Joline,Skipperbottom,Female,59,1972-06-27,Desktop Support Technician,,High Net Worth,N,No,9,2 Warrior Crossing,2161,New South Wales,Australia,9,YES,Middle_Aged,1,5
Ivy,Farr,Female,56,1973-07-03,Office Assistant IV,IT,High Net Worth,N,No,19,08470 Kingsford Lane,2120,New South Wales,Australia,11,YES,Middle_Aged,3,5
Dallas,Lavalde,Female,18,1998-12-19,Product Engineer,,Mass Customer,N,No,12,16898 Donald Plaza,2323,New South Wales,Australia,4,NO,Young,2,1
Amabel,,Female,71,1981-09-14,Chief Design Engineer,Financial Services,Mass Customer,N,Yes,9,3128 Mallory Pass,2144,New South Wales,Australia,6,NO,Middle_Aged,1,7
Hilario,McCulloch,Male,61,1986-01-10,Physical Therapy Assistant,Retail,Mass Customer,N,No,8,799 Luster Road,3051,Victoria,Australia,8,YES,Middle_Aged,1,6
Jim,Haddrell,Male,55,1955-04-08,Associate Professor,Financial Services,Mass Customer,N,No,9,53 Dryden Trail,2358,New South Wales,Australia,3,YES,Senior_Citizen,1,5
Jacobo,Mucklow,Male,62,1952-12-04,Computer Systems Analyst I,Financial Services,High Net Worth,N,Yes,22,5512 Ronald Regan Hill,3122,Victoria,Australia,8,YES,Senior_Citizen,3,6
Gretel,Paschke,Female,10,1956-05-29,Editor,Financial Services,Mass Customer,N,Yes,17,72 Melrose Street,4074,Queensland,Australia,7,NO,Senior_Citizen,3,1
Jethro,Mertel,Male,16,1978-12-10,Software Consultant,Argiculture,Mass Customer,N,Yes,15,3460 Dapin Street,2262,New South Wales,Australia,6,YES,Middle_Aged,3,1
Dwain,Hatch,Male,62,1994-11-16,Marketing Assistant,Health,Affluent Customer,N,No,15,5 Hovde Lane,3028,Victoria,Australia,8,NO,Young,3,6
Lucretia,D'Agostini,Female,41,1978-12-14,Database Administrator III,Manufacturing,High Net Worth,N,No,15,4 Gale Center,3185,Victoria,Australia,7,NO,Middle_Aged,3,4
Claude,Bowstead,Female,37,1997-11-29,Accounting Assistant III,Manufacturing,Mass Customer,N,No,7,5263 Stone Corner Crossing,2217,New South Wales,Australia,12,YES,Young,1,3
Donn,MacGregor,Male,80,1965-04-22,Civil Engineer,Manufacturing,High Net Worth,N,No,5,0439 Mandrake Park,2046,New South Wales,Australia,10,NO,Middle_Aged,1,8
Laurel,Devennie,Female,78,1976-09-25,VP Product Management,Manufacturing,Affluent Customer,N,No,13,069 Hoard Pass,4352,Queensland,Australia,5,NO,Middle_Aged,2,7
Elvira,Darthe,Female,10,1975-04-08,Accounting Assistant I,Financial Services,Affluent Customer,N,No,16,89 Green Ridge Point,2168,New South Wales,Australia,9,YES,Middle_Aged,3,1
Angie,Tansley,Male,68,1950-11-30,VP Sales,Manufacturing,Mass Customer,N,No,8,8 Cardinal Junction,2444,New South Wales,Australia,7,NO,Senior_Citizen,1,6
Terrence,Dalligan,Male,60,1998-02-19,Chemical Engineer,Manufacturing,High Net Worth,N,Yes,2,240 Main Hill,3200,Victoria,Australia,6,YES,Young,0,6
Katy,Crooke,Female,0,1977-06-30,Food Chemist,Health,Mass Customer,N,No,13,67081 Burrows Center,2111,New South Wales,Australia,12,YES,Middle_Aged,2,0
Sammy,Borsi,Female,99,1972-04-27,Accountant III,Financial Services,Mass Customer,N,No,5,0 Kipling Way,2289,New South Wales,Australia,7,NO,Middle_Aged,1,9
Morganica,Ainsbury,Female,37,1973-01-06,Senior Editor,Entertainment,High Net Worth,N,Yes,9,1 Raven Way,2151,New South Wales,Australia,10,NO,Middle_Aged,1,3
Nils,Champion,Male,69,1984-07-06,Programmer III,Retail,Affluent Customer,N,No,13,261 Holy Cross Park,2750,New South Wales,Australia,9,YES,Middle_Aged,2,6
Beverlee,Querree,Female,42,1991-04-21,Marketing Manager,Financial Services,High Net Worth,N,Yes,12,891 Ohio Terrace,2075,New South Wales,Australia,12,YES,Young,2,4
Cami,Eitter,Female,34,1979-01-03,Professor,Manufacturing,High Net Worth,N,Yes,11,1408 Hovde Circle,3081,Victoria,Australia,9,NO,Middle_Aged,2,3
Reiko,Degenhardt,Female,83,1976-01-16,Financial Analyst,Financial Services,High Net Worth,N,Yes,5,50897 Northfield Road,4280,Queensland,Australia,6,YES,Middle_Aged,1,8
Cord,Dunsmore,Male,12,1999-04-21,Internal Auditor,Manufacturing,Mass Customer,N,Yes,13,596 Boyd Park,4301,Queensland,Australia,3,NO,Young,2,1
Gabey,Kennicott,Female,55,1958-05-14,Developer I,Financial Services,Affluent Customer,N,No,17,8 Fordem Place,2322,New South Wales,Australia,6,NO,Senior_Citizen,3,5
Jacqui,Devey,Female,79,1995-10-01,Analyst Programmer,Financial Services,High Net Worth,N,Yes,13,656 Kennedy Crossing,2261,New South Wales,Australia,8,NO,Young,2,7
Byrom,Ramas,Male,23,1993-11-02,Help Desk Technician,Manufacturing,High Net Worth,N,No,12,2 Jackson Place,2528,New South Wales,Australia,7,NO,Young,2,2
Worthington,Ahmed,Male,79,1972-03-24,Senior Cost Accountant,Financial Services,High Net Worth,N,No,13,39408 Manufacturers Road,3335,Victoria,Australia,3,YES,Middle_Aged,2,7
Chico,Dye,Male,46,1994-02-04,Speech Pathologist,Manufacturing,High Net Worth,N,No,13,168 Schlimgen Center,2526,New South Wales,Australia,9,YES,Young,2,4
Davidde,Cockroft,Male,70,1947-04-21,Geological Engineer,Manufacturing,High Net Worth,N,No,8,8 Kim Avenue,2158,New South Wales,Australia,12,YES,Senior_Citizen,1,7
Charlie,Dmych,Male,60,1950-03-31,Account Coordinator,Manufacturing,High Net Worth,N,No,13,920 Cambridge Way,2263,New South Wales,Australia,6,YES,Senior_Citizen,2,6
Donn,Chaney,Male,15,1951-01-29,Research Assistant II,,Mass Customer,N,No,13,4 Schlimgen Trail,4701,Queensland,Australia,3,YES,Senior_Citizen,2,1
Kamila,Parsonage,Female,80,1954-03-08,,Property,Mass Customer,N,No,5,31 Mccormick Court,4131,Queensland,Australia,8,NO,Senior_Citizen,1,8
Barth,Sapshed,Male,4,1994-06-16,Executive Secretary,Financial Services,Mass Customer,N,Yes,13,65 Milwaukee Lane,4520,Queensland,Australia,10,YES,Young,2,0
Padriac,Collacombe,Male,67,1967-04-07,Software Consultant,Health,Affluent Customer,N,No,13,76 Mendota Park,2090,New South Wales,Australia,10,NO,Middle_Aged,2,6
Olive,Mozzi,Female,87,1955-07-06,Account Representative IV,Retail,Affluent Customer,N,Yes,20,26667 Rigney Place,2567,New South Wales,Australia,9,NO,Senior_Citizen,3,8
Benedict,Rosas,Male,73,1955-11-25,Actuary,Financial Services,High Net Worth,N,Yes,15,898 Muir Court,2142,New South Wales,Australia,6,YES,Senior_Citizen,3,7
Virginia,De Antoni,Female,17,1964-03-14,Executive Secretary,Telecommunications,High Net Worth,N,Yes,12,88093 Pierstorff Plaza,2030,New South Wales,Australia,10,NO,Middle_Aged,2,1
Nicolas,O'Donnell,Male,40,1986-09-25,Internal Auditor,,Mass Customer,N,Yes,14,3319 Anthes Crossing,3177,Victoria,Australia,7,YES,Middle_Aged,2,4
Oswald,MacCarlich,Male,81,1991-11-24,Assistant Media Planner,Entertainment,Mass Customer,N,No,14,16 Mosinee Place,4717,Queensland,Australia,1,NO,Young,2,8
Ailyn,Howgate,Female,66,2001-09-27,Electrical Engineer,Manufacturing,Mass Customer,N,Yes,2,197 Northport Plaza,4213,Queensland,Australia,7,YES,Young,0,6
Karol,Salthouse,Female,53,1968-07-29,Research Assistant III,Financial Services,Mass Customer,N,Yes,18,10236 Mifflin Avenue,2570,New South Wales,Australia,8,YES,Middle_Aged,3,5
Esdras,Birchett,Male,81,1950-12-09,Assistant Media Planner,Entertainment,Mass Customer,N,Yes,21,5287 Clarendon Plaza,2258,New South Wales,Australia,9,NO,Senior_Citizen,3,8
Wilfrid,Gertray,Male,1,1942-08-23,Accounting Assistant I,Financial Services,Mass Customer,N,No,16,38407 Sutteridge Circle,2766,New South Wales,Australia,8,NO,Senior_Citizen,3,0
Charmain,Styles,Female,49,1965-02-25,Programmer Analyst I,Property,High Net Worth,N,Yes,18,423 Holy Cross Lane,3029,Victoria,Australia,7,NO,Middle_Aged,3,4
Harlene,Nono,U,69,,Human Resources Manager,IT,Mass Customer,N,No,12,0307 Namekagon Crossing,2170,New South Wales,Australia,7,YES,Senior_Citizen,2,6
Kirsteni,Gritskov,Female,66,1998-05-12,,,Mass Customer,N,No,4,743 Stuart Terrace,2560,New South Wales,Australia,7,NO,Young,0,6
Bobby,Summersby,Male,90,1943-10-27,Sales Associate,Financial Services,Affluent Customer,N,No,7,1478 Oak Valley Park,3350,Victoria,Australia,2,NO,Senior_Citizen,1,9
Shepherd,Dutchburn,Male,33,1976-08-12,Senior Sales Associate,Financial Services,High Net Worth,N,Yes,9,8970 Anhalt Junction,2160,New South Wales,Australia,9,NO,Middle_Aged,1,3
Berenice,Kaesmakers,Female,64,1994-10-15,Sales Representative,Retail,Mass Customer,N,No,11,563 Waywood Park,2145,New South Wales,Australia,9,NO,Young,2,6
Jesse,Crosio,Male,75,1994-04-15,Data Coordiator,,Mass Customer,N,Yes,13,9313 Mayer Street,3133,Victoria,Australia,8,NO,Young,2,7
Cordi,Thornton,Female,47,1973-01-04,Structural Engineer,Telecommunications,Mass Customer,N,No,11,2978 Mccormick Center,2028,New South Wales,Australia,10,YES,Middle_Aged,2,4
Debbie,Tillman,Female,3,1990-07-06,Account Coordinator,Manufacturing,High Net Worth,N,Yes,13,527 Jay Trail,4551,Queensland,Australia,8,NO,Young,2,0
Judie,Pirkis,Female,2,1995-07-18,Recruiter,,Affluent Customer,N,Yes,4,6 Loftsgordon Pass,2111,New South Wales,Australia,11,NO,Young,0,0
Flin,Yoskowitz,Male,9,1995-12-17,Registered Nurse,Health,Mass Customer,N,Yes,11,9940 Manley Drive,2574,New South Wales,Australia,7,NO,Young,2,0
Noel,Sturch,Female,26,1951-10-28,Environmental Specialist,Health,Mass Customer,N,No,10,0736 West Crossing,3585,Victoria,Australia,1,NO,Senior_Citizen,2,2
Letizia,Poore,Female,27,1938-08-30,Web Developer II,Manufacturing,Affluent Customer,N,No,15,95796 Mcbride Drive,3677,Victoria,Australia,3,YES,Senior_Citizen,3,2
Raynard,,Male,32,1996-04-13,Statistician III,Health,Affluent Customer,N,No,14,20187 Loomis Court,4132,Queensland,Australia,6,YES,Young,2,3
Kiley,Grunder,Male,95,1994-04-17,Cost Accountant,Financial Services,Affluent Customer,N,Yes,1,17393 Colorado Hill,4006,Queensland,Australia,8,YES,Young,0,9
Ethelred,Sissel,Male,83,1974-12-25,Programmer Analyst IV,Health,High Net Worth,N,No,18,65 Rutledge Parkway,2539,New South Wales,Australia,8,YES,Middle_Aged,3,8
Dena,Pabst,Female,39,1987-04-20,Account Executive,Manufacturing,High Net Worth,N,Yes,17,02023 Loeprich Drive,3037,Victoria,Australia,7,YES,Middle_Aged,3,3
Wyndham,Woolford,Male,1,1979-10-22,Engineer IV,Manufacturing,Mass Customer,N,No,10,9107 Pine View Plaza,3977,Victoria,Australia,6,NO,Middle_Aged,2,0
Rochette,Haddacks,Female,44,1996-05-10,Tax Accountant,Retail,Affluent Customer,N,Yes,13,822 Di Loreto Junction,3020,Victoria,Australia,8,NO,Young,2,4
Jamal,Dudgeon,Male,83,1965-02-09,Mechanical Systems Engineer,Financial Services,Mass Customer,N,No,7,2712 Namekagon Crossing,3029,Victoria,Australia,5,YES,Middle_Aged,1,8
Levin,Coxen,Male,13,1955-10-22,Accountant I,Property,Mass Customer,N,No,20,32 Hazelcrest Court,2753,New South Wales,Australia,8,YES,Senior_Citizen,3,1
Marinna,Kauschke,Female,21,1973-03-15,Sales Associate,Financial Services,Affluent Customer,N,Yes,8,9 Forster Circle,3174,Victoria,Australia,3,YES,Middle_Aged,1,2
Kyle,Michie,Female,6,1958-07-19,Nurse Practicioner,,Mass Customer,N,Yes,10,07226 Anzinger Avenue,3032,Victoria,Australia,8,NO,Senior_Citizen,2,0
Lanie,Cobbold,Male,57,1978-12-31,Senior Sales Associate,,Mass Customer,N,Yes,9,936 Porter Lane,2323,New South Wales,Australia,5,YES,Middle_Aged,1,5
Gilbert,O'Fallone,Male,29,1994-11-07,Assistant Media Planner,Entertainment,High Net Worth,N,No,1,6 Havey Pass,2126,New South Wales,Australia,11,NO,Young,0,2
Gerianne,Kaysor,U,15,,Project Manager,IT,Affluent Customer,N,No,5,882 Toban Lane,2121,New South Wales,Australia,11,YES,Senior_Citizen,1,1
Esther,McOnie,Female,59,1939-05-26,Legal Assistant,,Mass Customer,N,No,14,844 Forster Place,2096,New South Wales,Australia,12,NO,Senior_Citizen,2,5
Chaim,Kingdon,Male,63,1996-01-21,Compensation Analyst,Financial Services,Affluent Customer,N,Yes,15,42590 Bellgrove Court,2097,New South Wales,Australia,9,NO,Young,3,6
Anson,Dearnaly,Male,68,1997-06-29,Data Coordiator,Health,Affluent Customer,N,Yes,11,6060 Veith Crossing,2103,New South Wales,Australia,11,YES,Young,2,6
Caitrin,Critten,Female,45,1973-01-29,Director of Sales,Manufacturing,Mass Customer,N,Yes,10,25 Lakeland Point,4113,Queensland,Australia,7,YES,Middle_Aged,2,4
Garreth,Minett,Male,93,1961-05-23,Physical Therapy Assistant,,Affluent Customer,N,Yes,10,21667 Randy Crossing,3163,Victoria,Australia,7,YES,Senior_Citizen,2,9
Rozamond,Sommer,Female,27,1966-09-19,Operator,IT,Affluent Customer,N,Yes,12,608 Dapin Court,3129,Victoria,Australia,10,NO,Middle_Aged,2,2
Annabell,Downer,Female,33,1955-11-25,Budget/Accounting Analyst II,,Affluent Customer,N,No,20,8738 Lukken Terrace,2763,New South Wales,Australia,9,YES,Senior_Citizen,3,3
Maximilian,Geffen,Male,96,1955-07-13,Automation Specialist III,Manufacturing,Mass Customer,N,Yes,20,8634 Wayridge Pass,2750,New South Wales,Australia,8,YES,Senior_Citizen,3,9
Ajay,Worham,Female,80,1979-09-30,Computer Systems Analyst I,Manufacturing,Mass Customer,N,Yes,12,5 Homewood Road,2800,New South Wales,Australia,6,NO,Middle_Aged,2,8
Jamison,Cashin,Male,70,1970-05-19,VP Product Management,Health,Mass Customer,N,Yes,5,7 Dunning Avenue,2477,New South Wales,Australia,8,NO,Middle_Aged,1,7
Dorian,Emery,Female,94,1998-08-24,Professor,Manufacturing,Mass Customer,N,Yes,9,67 Beilfuss Plaza,2168,New South Wales,Australia,8,NO,Young,1,9
Nicol,Swinford,Male,65,1976-12-07,VP Marketing,Property,High Net Worth,N,No,16,976 Roxbury Alley,4157,Queensland,Australia,7,NO,Middle_Aged,3,6
Agna,Cowpe,Female,88,1969-03-05,,Property,Mass Customer,N,Yes,7,2 Main Lane,4114,Queensland,Australia,3,NO,Middle_Aged,1,8
Nev,Prosh,Male,29,1950-05-08,Environmental Tech,Health,Affluent Customer,N,Yes,17,6115 Forest Crossing,2148,New South Wales,Australia,8,NO,Senior_Citizen,3,2
Lucius,Hatchell,Male,37,1951-03-19,Media Manager II,Retail,Mass Customer,N,Yes,14,432 Ronald Regan Court,3782,Victoria,Australia,8,YES,Senior_Citizen,2,3
Francisca,Pottage,Female,63,1957-06-10,Software Engineer II,IT,Mass Customer,N,No,8,8600 Forster Lane,2177,New South Wales,Australia,9,YES,Senior_Citizen,1,6
Farlie,Brookz,Male,62,1963-07-31,Administrative Assistant I,Health,Mass Customer,N,Yes,6,6692 Independence Way,2070,New South Wales,Australia,12,YES,Middle_Aged,1,6
Mariette,,Female,47,1956-07-05,Programmer II,Property,Affluent Customer,N,Yes,17,770 Farmco Point,2049,New South Wales,Australia,11,NO,Senior_Citizen,3,4
Beverlee,Ungerechts,Female,49,1973-10-03,Civil Engineer,Manufacturing,Mass Customer,N,No,8,602 Toban Center,4020,Queensland,Australia,7,YES,Middle_Aged,1,4
Nanni,Girodias,Female,61,1959-01-08,,Retail,High Net Worth,N,No,16,74 Shopko Pass,2161,New South Wales,Australia,9,YES,Senior_Citizen,3,6
Delcina,Hursey,Female,22,1968-12-26,,Financial Services,Mass Customer,N,Yes,7,804 Washington Point,4132,Queensland,Australia,4,NO,Middle_Aged,1,2
Lek,Pimblett,Male,88,1955-09-29,Product Engineer,Financial Services,Mass Customer,N,Yes,6,97 Merrick Center,2460,New South Wales,Australia,2,YES,Senior_Citizen,1,8
Kellyann,Adshad,Female,62,1940-06-07,,,Mass Customer,N,Yes,22,29 Tennyson Alley,2161,New South Wales,Australia,9,NO,Senior_Citizen,3,6
Ewell,Paulusch,Male,31,1998-01-15,Engineer I,Manufacturing,Mass Customer,N,Yes,8,8194 Lien Street,4032,Queensland,Australia,7,YES,Young,1,3
Madison,Lars,Male,11,1967-01-19,Health Coach III,Health,Mass Customer,N,No,19,9503 New Castle Street,4500,Queensland,Australia,9,YES,Middle_Aged,3,1
Ardis,Taree,Female,97,1960-04-12,Chemical Engineer,Manufacturing,Affluent Customer,N,Yes,5,0 Emmet Trail,4128,Queensland,Australia,9,NO,Senior_Citizen,1,9
Wheeler,Godsil,Male,51,1993-09-20,Geologist IV,Manufacturing,Affluent Customer,N,Yes,6,7 Spaight Drive,2147,New South Wales,Australia,9,NO,Young,1,5
Marissa,O'Scandall,Female,17,1973-07-13,,,Affluent Customer,N,Yes,7,45000 Randy Court,3199,Victoria,Australia,7,NO,Middle_Aged,1,1
Terrel,Keynd,Male,30,1961-04-20,Junior Executive,Manufacturing,Mass Customer,N,No,9,65 David Pass,4221,Queensland,Australia,7,YES,Senior_Citizen,1,3
Augie,Swallwell,Male,42,1939-08-22,,Property,Affluent Customer,N,Yes,13,7 Golden Leaf Avenue,2400,New South Wales,Australia,2,YES,Senior_Citizen,2,4
Dillon,Bannister,Male,7,1945-12-24,Tax Accountant,,Mass Customer,N,No,11,43 Dayton Drive,2062,New South Wales,Australia,9,NO,Senior_Citizen,2,0
Osbourn,Gherardini,Male,43,1987-05-01,,,High Net Worth,N,Yes,16,5 Dryden Road,2782,New South Wales,Australia,7,NO,Middle_Aged,3,4
Lissa,Gawn,Female,86,1962-09-21,Legal Assistant,Health,Mass Customer,N,Yes,17,14183 Iowa Center,4503,Queensland,Australia,5,NO,Senior_Citizen,3,8
